"";"X.1";"X";"Number";"Group";"Class";"Order";"Family";"Genus";"Species";"Mass";"Lat_deg";"Lon_deg";"Elevation";"Date_original";"Date_start";"Date_end";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec";"Year1";"Year2";"Year3";"Year4";"FMR_Watt";"FMR_kJday";"TAREFmean";"TALOCmean";"SOLRAD";"RHREFmean";"RHLOCmean";"FMR_M";"Tanomalies";"TMEAN";"Reference"
"46";46;46;8172;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";93600;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;613,08;52970,112;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;1,03266617595716;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"47";47;47;8173;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";105500;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;544,38;47034,432;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,827901567663818;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"48";48;48;8174;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";106700;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;587,917;50796,0288;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,896720406752206;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"49";49;49;8175;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";109300;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;628,475;54300,24;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,946147659657481;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"50";50;50;8176;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";109400;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;NA;47544364,8;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;NA;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"51";51;51;8177;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";109400;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;597,324;51608,7936;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,894654588667293;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"52";52;52;8178;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";118900;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;650,383;56193,0912;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,919976795140375;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"53";53;53;8179;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";119800;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;660,098;57032,4672;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,929390209008831;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"54";54;54;8180;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";123850;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;625,4425;54038,232;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,851593488654831;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"55";55;55;8181;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";131300;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;582,972;50368,7808;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,739339068619308;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"56";56;56;8182;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Phocarctos";"Phocarctos_hookeri";154800;-50,5;166,283333333333;1;"January - February 1997";"1997-01-01";"1997-02-28";1;1;0;0;0;0;0;0;0;0;0;0;1997;NA;NA;NA;719,82;62192,448;10,74993898;11,76915028;222,3001554;85,41802897;80,75460888;0,832002160048875;0,14993898;10,6;"Costa, D. P., & Gales, N. J. (2000). Foraging Energetics and Diving Behavior of Lactating New Zealand Sea Lions, Phocarctos Hookeri. Journal of Experimental Biology, 203(23), 3655-3665. https://doi.org/10.1242/jeb.203.23.3655"
"57";57;57;7782;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";30475;-54;-38,0333333333333;NA;"October 1984 - March 1985";"1984-10-01";"1985-03-31";1;1;1;0;0;0;0;0;0;1;1;1;1984;1985;NA;NA;152,9845;13217,8608;4,79032973253476;7,27143440988041;180,147394074974;77,5070859651819;67,4857350837937;0,450061461032925;NA;NA;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"58";58;58;7796;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";39275;-54;-38,0333333333333;NA;"October 1984 - March 1985";"1984-10-01";"1985-03-31";1;1;1;0;0;0;0;0;0;1;1;1;1984;1985;NA;NA;186,55625;16118,46;4,79032973253476;7,27143440988041;180,147394074974;77,5070859651819;67,4857350837937;0,466343881553818;NA;NA;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"59";59;59;7802;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";41125;-54;-38,0333333333333;NA;"October 1984 - March 1985";"1984-10-01";"1985-03-31";1;1;1;0;0;0;0;0;0;1;1;1;1984;1985;NA;NA;164,91125;14248,332;4,79032973253476;7,27143440988041;180,147394074974;77,5070859651819;67,4857350837937;0,309975769545633;NA;NA;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"60";60;60;7803;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";41440;-54;-38,0333333333333;NA;"October 1984 - March 1985";"1984-10-01";"1985-03-31";1;1;1;0;0;0;0;0;0;1;1;1;1984;1985;NA;NA;184,408;15932,8512;4,79032973253476;7,27143440988041;180,147394074974;77,5070859651819;67,4857350837937;0,416241282909716;NA;NA;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"61";61;61;7769;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_galapagoensis";31925;-0,466666666666667;-91,6166666666667;NA;"September- October 1984";"1983-09-01";"1984-10-31";0;0;0;0;0;0;0;0;1;1;0;0;1984;NA;NA;NA;79,49325;6868,2168;21,24144255;24,07747204;231,9953904;86,52836946;75,25617919;-0,237972218653903;0,941442550000001;20,3;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"62";62;62;7770;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_galapagoensis";35850;-0,466666666666667;-91,6166666666667;NA;"September- October 1984";"1983-09-01";"1984-10-31";0;0;0;0;0;0;0;0;1;1;0;0;1984;NA;NA;NA;39,0765;3376,2096;21,24144255;24,07747204;231,9953904;86,52836946;75,25617919;-1,0313646511225;0,941442550000001;20,3;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"63";63;63;7771;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_galapagoensis";39500;-0,466666666666667;-91,6166666666667;NA;"September- October 1984";"1983-09-01";"1984-10-31";0;0;0;0;0;0;0;0;1;1;0;0;1984;NA;NA;NA;34,76;3003,264;21,24144255;24,07747204;231,9953904;86,52836946;75,25617919;-1,21802252101983;0,941442550000001;20,3;"Costa, D. P., & Trillmich, F. (1988). Mass Changes and Metabolism during the Perinatal Fast: A Comparison between Antarctic (Arctocephalus gazella) and Galápagos Fur Seals (Arctocephalus galapagoensis). Physiological Zoology. https://doi.org/10.1086/physzool.61.2.30156147"
"64";64;64;7773;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";24225;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;1;1984;NA;NA;NA;242,97675;20993,1912;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;1,07746032497396;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"65";65;65;7774;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";26275;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;1;1984;NA;NA;NA;205,8655;17786,7792;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;0,853401949793396;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"66";66;66;7775;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";27550;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;1;1984;NA;NA;NA;232,2465;20066,0976;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;0,939961577865787;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"67";67;67;7778;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";29425;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1984;NA;NA;NA;304,2545;26287,5888;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;1,16275982185886;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"68";68;68;7779;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";29475;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1984;NA;NA;NA;195,1245;16858,7568;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;0,717314298203186;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"69";69;69;7781;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";29837,5;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1984;NA;NA;NA;304,8395;26338,1328;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;1,15468680882851;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"70";70;70;7789;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";33300;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1984;NA;NA;NA;348,984;30152,2176;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;1,21111003641231;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"71";71;71;7798;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";40000;-54;-38,0333333333333;NA;"Austral Summer 1984";"1983-11-01";"1984-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1984;NA;NA;NA;484,721;41879,8944;4,980756872;8,249588207;210,1136999;77,84365112;65,0698318;1,40805354590961;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"72";72;72;7777;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";29125;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;230,0875;19879,56;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;0,890711655483191;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"73";73;73;7780;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";29600;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;268,472;23195,9808;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,0333850853498;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"74";74;74;7783;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";30600;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;266,526;23027,8464;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,00225811508822;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"75";75;75;7784;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";32100;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;263,862;22797,6768;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;0,957857505888266;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"76";76;76;7786;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";32300;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;320,416;27683,9424;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,14759250006974;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"77";77;77;7788;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";33175;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;216,63275;18717,0696;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;0,736987312391308;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"78";78;78;7790;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";35150;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;404,5765;34955,4096;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,32011083480235;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"79";79;79;7791;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";36325;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;406,47675;35119,5912;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,30119157340232;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"80";80;80;7797;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";39775;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;329,73475;28489,0824;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,0268181162689;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"81";81;81;7799;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";40275;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;220,707;19069,0848;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;0,616397547348418;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
"82";82;82;7800;"Mammal";"Mammalia";"Carnivora";"Otariidae";"Arctocephalus";"Arctocephalus_gazella";40400;-54;-38,0333333333333;NA;"Austral Summer 1985";"1984-11-01";"1985-02-28";1;1;0;0;0;0;0;0;0;0;1;0;1985;NA;NA;NA;329,26;28448,064;5,159791429;7,845052509;198,1273527;78,08699418;67,17594794;1,01418461198393;NA;NA;"Costa, D. P., Croxall, J. P., & Duck, C. D. (1989). Foraging Energetics of Antartic Fur Seals in Relation to Changes in Prey Availability. Ecology, 70(3), 596-606. https://doi.org/10.2307/1940211"
